"","state","year","grade","perind","perasn","perhsp","perblk","perwht","perfrl","pernonfrl","perell","perspeced","ind","asn","hsp","blk","wht","frl","nonfrl","totenrl","nsch","ncharters","gslo","gshi","speced","ell","elmtch","tottch","aides","corsup","elmgui","stutch_wht","stutch_blk","stutch_hsp","stutch_all","diffstutch_blkwht","diffstutch_hspwht","ratstutch_whtblk","ratstutch_whthsp","flunch_wht","flunch_blk","flunch_hsp","flunch_all","diffexplch_blkwht","diffexplch_hspwht","percharter_all","percharter_wht","percharter_blk","percharter_hsp","hswhtblk","hswhthsp","hsflnfl","ppexp_tot","ppexp_inst","pprev_tot","totppe_fleslope","instppe_fleslope","baplus_wht","poverty517_wht","snap_wht","singmom_wht","samehouse_wht","unemp_wht","baplus_hsp","poverty517_hsp","snap_hsp","singmom_hsp","samehouse_hsp","unemp_hsp","baplus_blk","poverty517_blk","snap_blk","singmom_blk","samehouse_blk","unemp_blk","baplus_all","poverty517_all","singmom_all","snap_all","samehouse_all","unemp_all","pctenglish","pctforeign","pctmexico","pctpuerto","pctcuba","pctcentral","pctsouth","inc50all","incrat9010all","incrat9050all","incrat5010all","inc50blk","incrat9010blk","incrat9050blk","incrat5010blk","inc50hsp","incrat9010hsp","incrat9050hsp","incrat5010hsp","inc50wht","incrat9010wht","incrat9050wht","incrat5010wht","giniall","giniwht","giniblk","ginihsp","paredVblkwht","paredVhspwht","incVblkwht","incVhspwht","baplus_mal","baplus_fem","pov_mal","pov_fem","occbus_mal","occbus_fem","occsci_mal","occsci_fem","occeduc_mal","occeduc_fem","occhealth_mal","occhealth_fem","occserv_mal","occserv_fem","occsales_mal","occsales_fem","occtrade_mal","occtrade_fem","inlf_mal","inlf_fem","unemp_mal","unemp_fem","incVmalfem","educVmalfem","teenbirth_all","sesall","seswht","sesblk","seshsp","sesallimp1","sesallimp2","seswhtimp1","seswhtimp2","sesblkimp1","sesblkimp2","seshspimp1","seshspimp2","gstdmn_ela","gstdmnva_ela","gstdmn_math","gstdmnva_math"
"151","WI",2011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.968599034,5.149758454,15.48067633,14.57971014,105.0772947,53.2361868,91.51260565,144.7487923,4.995169082,0.458937198,0.004830918,12.55555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13085.08248,6889.526321,13514.56172,4221.3525,2151.9001,0.218271406,NA,NA,NA,NA,0.049237685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231546372,NA,NA,NA,NA,0.042145683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209787341,0.220299357,0.086084278,0.104941385,0.15769768,0.120906269,0.051149923,0.020995157,0.047502851,0.116409164,0.017140725,0.083563474,0.102776171,0.211903566,0.13779031,0.327197977,0.215782647,0.015296595,0.868655041,0.786809947,0.058634777,0.0453298,0.470627076,-0.08056352,NA,NA,NA,NA,NA,0,0,0,0,0.009661836,0.147342995,0.007246377,0.183574879,NA,NA,NA,NA
"152","WV",2011,3,0.000669692,0.004602755,0.007679731,0.028204661,0.951294518,0.501673816,0.498326188,0.003567009,0.164149439,0.327272727,3.090909091,4.327272727,20.32727273,346.6363636,181.8748895,195.870566,377.7454545,13.38181818,0,0,13,809.6727273,32.47272727,145.3610914,366.5538176,65.54727273,6.719818181,4.476363638,14.33028138,14.39529756,NA,14.33259453,0.065016278,NA,0.995282292,NA,0.454058747,0.46417726,NA,0.455656498,0.010118514,NA,0,0,0,NA,NA,NA,0.025823474,12484.48736,6991.104573,11417.79804,3177.9517,999.8197,0.138244625,0.231693641,0.236688767,0.216863986,0.896903245,0.048833784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151656152,0.216525211,0.223918941,0.241198255,0.892871173,0.038427083,NA,NA,NA,NA,NA,NA,NA,45622.65105,10.27859248,2.296233198,4.480551764,NA,NA,NA,NA,NA,NA,NA,NA,46259.5918,9.988343815,2.271430591,4.400927738,0.393069067,0.389212395,NA,NA,NA,NA,NA,NA,0.130832098,0.145083071,0.166836591,0.201245867,0.091709829,0.083906651,0.036577679,0.011640891,0.057556786,0.135449527,0.020714298,0.100198029,0.125213534,0.262572898,0.133862495,0.339301898,0.283825801,0.008782999,0.713775342,0.601932573,0.066892821,0.050964649,0.528736138,-0.117592556,0.037308083,-0.403008134,-0.515346152,NA,NA,0,0,0,0,0.054545455,0.054545455,0.036363636,0.181818182,2.625282948,0.081667048,2.717944313,0.039524751
"153","WY",2011,3,0.078529086,0.005288684,0.104766234,0.004630881,0.797064918,0.322453067,0.677546933,0.033236479,0.179217409,5.104166667,1.020833333,18.6875,1.791666667,112.9166667,44.20608616,97.14808071,141.3541667,7.166666667,0.0625,0.770833333,13,317.3125,54.20833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288262246,NA,0.301025056,0.290699747,NA,0.012762809,0.005177922,0.006182554,NA,0.004090015,NA,NA,0.017846965,24222.52656,10495.61949,24760.2231,14509.244,8356.4307,0.230592388,NA,NA,NA,NA,0.031505244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218965405,NA,NA,NA,NA,0.030750199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208427735,0.21592078,0.08145258,0.113901998,0.175201853,0.122669831,0.04553395,0.021006024,0.064441698,0.162270865,0.012164759,0.061635149,0.111727999,0.246572351,0.090564937,0.308425807,0.310608127,0.026575849,0.868103333,0.739682301,0.03568432,0.045401711,0.642602776,-0.103191602,NA,NA,NA,NA,NA,0,0,0,0,0,0.041666667,0.0625,0.104166667,NA,NA,NA,NA
"154","AK",2012,3,NA,NA,NA,NA,NA,NA,NA,0.121780249,0.141584354,42.1509434,11.39622642,11.37735849,6.264150943,94.8490566,67.58343585,117.9826012,185.5660377,9.547169811,0.509433962,0.018867925,13,340.4528302,274.3018868,70.75603797,152.1767918,46.27169884,NA,1.411886755,NA,NA,NA,29.09613152,NA,NA,NA,NA,NA,NA,NA,0.424914758,NA,NA,0.009662651,NA,NA,NA,NA,NA,NA,29672.18402,13314.74544,28448.99704,38401.422,11527.317,0.374864743,NA,NA,NA,NA,0.03970436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195863719,NA,NA,NA,NA,0.088481059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168341452,0.217155173,0.138332258,0.140636205,0.138558979,0.150072888,0.054448993,0.025782031,0.066624236,0.190641687,0.014094606,0.040736566,0.143848319,0.200942161,0.105955178,0.315877926,0.269761272,0.013218948,0.817552257,0.757492561,0.142101008,0.090127692,0.350734727,-0.142746389,NA,NA,NA,NA,NA,0,0,0,0,0.037735849,0.056603774,0,0.056603774,NA,NA,NA,NA
"155","AL",2012,3,0.006442973,0.010391093,0.054216271,0.335835952,0.582571427,0.578090039,0.421909963,0.021032899,0.103351655,3.340909091,6.310606061,23.78787879,135.1287879,242.6969697,222.5969732,192.8651485,415.6818182,10.21969697,0,0.401515152,13,598.1136364,135.5681818,163.8371214,361.5353788,46.5642423,7.239545474,7.07371212,15.95900802,15.95359248,NA,15.94185011,-0.005415583,NA,1.003069502,NA,0.525472958,0.567150088,NA,0.549117324,0.041677129,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,-283.90408,-873.57135,0.214127014,0.151785861,0.16020988,0.225079479,0.845188402,0.050816132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19729305,0.244392035,0.339997723,0.245799769,0.847044404,0.050070839,NA,NA,NA,NA,NA,NA,NA,45317.49778,11.7506871,2.577848383,4.462818342,NA,NA,NA,NA,NA,NA,NA,NA,57629.26592,8.8997617,2.233557876,3.937159409,0.412176803,0.358851226,NA,NA,NA,NA,NA,NA,0.188623875,0.179951485,0.170079455,0.213418859,0.114652614,0.094657804,0.046557608,0.017074502,0.054632797,0.130663008,0.02221772,0.089337573,0.122595401,0.201974022,0.149100023,0.344027581,0.218939473,0.013491096,0.769565082,0.648790995,0.069598021,0.077903222,0.454513949,-0.009689523,0.032393944,-0.764930868,-0.025411285,NA,NA,0,0,0,0,0.007575758,0,0.015151515,0.090909091,3.195300062,0.313658807,2.554752224,0.150481187
"156","AR",2012,3,0.006600078,0.00806741,0.066419048,0.157187694,0.747461559,0.586106786,0.413893214,0.030701399,0.114370394,0.983122363,2.362869198,17.45991561,31.2742616,97.46835443,84.16173095,68.9142184,153.0759494,4.367088608,0.181434599,0.23628692,13,222.6244726,136.978903,60.31535895,140.3686495,33.25738397,3.316455696,2.96835443,13.26974073,NA,NA,13.24185539,NA,NA,NA,NA,0.541128408,NA,NA,0.54476741,NA,NA,0.009269072,0.008451185,NA,NA,NA,NA,0.013547902,11658.06055,5282.672117,10714.14364,2241.7666,1413.6091,0.149028497,NA,NA,NA,NA,0.052606224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146109637,NA,NA,NA,NA,0.046805102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134505811,0.141410543,0.164277863,0.202396374,0.11912693,0.092836054,0.027132412,0.011395173,0.044691551,0.130094443,0.018329932,0.086800844,0.110968319,0.22657892,0.136396519,0.331645093,0.252080246,0.012478136,0.76534537,0.663330715,0.066028722,0.0701805,0.464648486,-0.097506031,0.049621592,NA,NA,NA,NA,0,0,0,0,0,0.05907173,0.016877637,0.11814346,3.034077138,0.235630528,NA,NA
"157","AZ",2012,3,NA,NA,NA,NA,NA,NA,NA,0.070727439,0.131075831,21.12886598,12.24226804,187.1443299,22.19072165,178.685567,168.1544073,242.7785825,429.7216495,10.15979381,2.932989691,0.025773196,11.65463918,538.3608247,351.8402062,168.3681951,237.2202573,73.14788658,0.388298969,2.46572166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069879024,NA,NA,NA,NA,NA,NA,NA,NA,NA,-787.44739,-78.48996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184069974,0.172396934,0.17818551,0.201651357,0.130942062,NA,0.04664212,NA,0.061613938,NA,0.018522523,NA,0.166031604,NA,0.143457434,NA,0.272813896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.010309278,0,0.030927835,0.046391753,0,0.036082474,NA,NA,NA,NA
"158","CA",2012,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.202285714,59.80571429,282.7051429,32.632,134.3931429,59.08277132,32.32637161,531.6605714,10.49485714,1.117714286,0.971428571,10.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827.2056,356.77084,0.2878878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25852846,NA,NA,NA,NA,0.058320486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254934606,0.248008639,0.12598285,0.145714276,0.160645357,0.134314326,0.061613069,0.026255967,0.064639504,0.141942019,0.022612237,0.062950037,0.139990409,0.213323249,0.152476864,0.333625409,0.245904612,0.032435519,0.811067471,0.663523292,0.082496273,0.08258367,NA,NA,NA,NA,NA,NA,NA,0,0,0.001142857,0,0.022857143,0.043428571,0.001142857,0.016,NA,NA,NA,NA
"159","CO",2012,3,NA,NA,NA,NA,NA,NA,NA,0.067802543,0,2.752808989,12.13483146,121.7808989,16.92696629,202.8539326,133.8767321,235.2693351,369.1966292,9.893258427,1,0.02247191,12.96067416,0,568.8876404,128.2867964,266.0776385,77.75219129,13.58168532,2.274157308,14.88150569,NA,NA,14.86095591,NA,NA,NA,NA,0.352304139,NA,NA,0.36190827,NA,NA,0.029615311,0.03336705,NA,NA,NA,NA,NA,12646.92833,5795.914484,13358.22962,3303.3396,480.86636,0.270863279,NA,NA,NA,NA,0.04292398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256334251,NA,NA,NA,NA,0.039076281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24433369,0.250406189,0.116904661,0.136249604,0.195775264,0.142505202,0.050788133,0.019342932,0.056315617,0.1422343,0.015206114,0.070705613,0.124587862,0.219563307,0.124308098,0.329640278,0.272965715,0.027446695,0.835267362,0.718725205,0.050274983,0.055666208,0.478458903,-0.065681831,NA,NA,NA,NA,NA,0,0,0.005617978,0,0.028089888,0.073033708,0.005617978,0.04494382,NA,NA,NA,NA
"160","CT",2012,3,0.003378712,0.039311658,0.103274432,0.056311165,0.77295817,NA,NA,0.026033945,0.130265013,0.841772152,12.82911392,51.59493671,31.15822785,153.5632911,80.36265308,169.9917769,255.278481,5.943037975,0.107594937,0.037974684,11.70886076,416.3987342,184.5696203,158.7151888,248.7597457,79.6293675,19.82537996,2.499493692,12.50883466,NA,NA,12.51309582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003724695,0.002651471,NA,NA,NA,NA,NA,17919.28596,9683.932411,18340.86852,4694.8174,590.37134,0.382218625,NA,NA,NA,NA,0.048907874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401367499,NA,NA,NA,NA,0.042098183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379765459,0.369262372,0.053111543,0.063368,0.188327912,0.150651742,0.088731875,0.032230823,0.084017928,0.177856271,0.028587213,0.094642144,0.129207853,0.17440665,0.173240039,0.319945042,0.164049462,0.005906047,0.885306184,0.780905629,0.052278333,0.052120432,0.482416454,0.006524281,0.012024423,NA,NA,NA,NA,0,0,0,0,0.018987342,0.069620253,0,0.107594937,NA,NA,NA,NA
"161","DC",2012,3,0.000307503,0.020295203,0.15805659,0.67404675,0.12607627,0.49391261,0.50608736,0.083934732,0.19624367,1,66,514,2192,410,1606.203806,1645.796199,3252,127,0,0,13,8756,3745,-9,3472.46,779.94,2,NA,16.77453,14.342953,12.430121,14.349944,-2.4315777,-4.344409,1.1695312,1.3495066,0.18827465,0.58886856,0.46366522,0.51885903,0.40059391,0.27539057,0,0,0,0,0.64410663,0.60501713,0.19821092,29348.516,8822.4844,29029.412,5436.5073,-419.57263,0.87086558,0.035578147,0.017944535,0.18923327,0.91276866,0.024563583,0.35900784,0.20028308,0.14710042,0.33663365,0.8556338,0.057999477,0.20590098,0.41964102,0.38654709,0.71408069,0.82853645,0.13531369,0.52161431,0.29640165,0.62333995,0.32311389,0.83891213,0.065401129,0.58099687,0.19577464,0.15845071,0.03943662,0.023943663,0.57323945,0.068309858,38766.094,23.147177,3.6566026,6.3302412,33940.715,21.602394,3.2441709,6.6588335,40196.039,8.537323,3.2341435,2.6397479,155090.81,4.6739001,1.7421553,2.6828263,0.50985479,0.26626807,0.49380678,0.4383606,1.9769036,1.227633,1.7662988,1.5466217,0.50766492,0.47811577,0.1676973,0.19962348,0.22750486,0.22480711,0.11101165,0.072908297,0.21174021,0.24513781,0.020649459,0.03981211,0.15124202,0.16443564,0.14295033,0.22737458,0.061677769,0.003913268,0.83354133,0.79148775,0.081884652,0.083411485,0.19055885,0.068038546,0.031677559,-1.3685539,2.1268048,-2.9724045,-0.38920999,0,0,0,0,0,0,0,0,1.8592327,0.005169824,1.8575779,0.0036546
"162","DE",2012,3,0.00692111,0.028125837,0.142639843,0.288603377,0.514339218,0.490970206,0.509029797,0.057680883,0.160300399,4,24.8,106.2666667,207.8,320.0666667,317.8520475,357.2812839,675.1333333,12.86666667,1.466666667,0,13,1167.666667,459.6,229.0666667,491.2,101.0973333,14.66666667,5.466666667,15.47501153,15.14593933,15.3320158,15.35778547,-0.329072061,-0.142995579,1.022069273,1.009202779,0.434553179,0.495273037,0.499054849,0.464487441,0.060719859,0.06450167,0.059321422,0.057234851,0.062377058,0.044280353,0.12043983,0.114656502,0.082415947,14639.06427,7635.810513,14347.50627,4722.4028,4022.0186,0.245601879,0.098076778,0.113499342,0.224209493,0.89171851,0.04655271,0.126140218,0.234710688,0.244690466,0.213807388,0.878639453,0.072121603,0.188171157,0.320995602,0.344161643,0.556944996,0.819071053,0.080024691,0.246511289,0.147318467,0.3086182,0.184787719,0.867706919,0.043546525,0.571629615,0.142289809,0.429538951,0.312012499,0.019041486,0.149412985,0.052677027,59399.70727,9.21249496,2.30589506,3.959087033,39998.35353,11.50444993,2.74352752,4.27363686,45990.0488,NA,NA,2.711681073,71452.31787,7.836399273,2.017197147,3.94348524,0.380553913,0.338586603,0.412241681,0.346499405,0.123915904,0.662786818,0.690291947,0.566416171,0.235980027,0.229615733,0.09427009,0.125117624,0.149023584,0.128683943,0.062124078,0.022558707,0.062591927,0.132375376,0.021505327,0.09153301,0.144430193,0.213759254,0.169090718,0.338413561,0.215093758,0.010236223,0.820575325,0.727517053,0.058115796,0.058582392,0.374980573,-0.026200639,0.016086185,-0.084781056,0.400395897,-1.8659642,-0.789121165,0,0,0,0,0,0,0,0,3.661778913,0.038057093,3.431300827,0.018752416
"163","FL",2012,3,0.00434129,0.015412397,0.185924274,0.188405831,0.567511158,0.575327863,0.424672135,0.045438581,0.150126625,11.71641791,80.56716418,924.1343284,722.1343284,1233.044776,1701.563657,1378.928884,3080.492537,57.82089552,7.582089552,0,13,5307.925373,3497.716418,949.5016472,2584.856576,440.6637323,9.656716418,26.48223863,16.64515396,16.22105846,16.37375139,16.49638181,-0.424095495,-0.271402602,1.026902477,1.016450118,0.489150522,0.569547558,0.542014262,0.52152978,0.080397035,0.052863739,0.042277054,0.043146459,0.032606881,0.03768542,0.170149486,0.091113858,0.094578203,10404.73287,5359.210764,10191.39566,2012.9302,1223.1467,0.215743916,0.148913086,0.125570198,0.232864943,0.855983233,0.061184421,0.142508745,NA,NA,NA,NA,0.074384327,0.124366252,0.381746133,0.320087125,0.543337967,0.774169784,0.087190507,0.196994366,0.191234392,0.292896263,0.172819667,0.834856906,0.055512158,NA,NA,NA,NA,NA,NA,NA,49478.15287,9.263067915,2.420221421,3.83497751,32579.08266,NA,NA,4.128525354,NA,NA,NA,NA,58971.5529,7.66441384,2.2482154,3.451351703,0.398228522,0.370766223,0.388829372,NA,0.338330556,0.489084917,NA,NA,0.199805012,0.190314972,0.146880698,0.172810537,0.127847717,0.111940332,0.043552188,0.017208341,0.054746775,0.13048198,0.022207318,0.078103376,0.179642627,0.235131208,0.164670572,0.364328212,0.249636741,0.018080866,0.728745707,0.673708891,0.083168956,0.081612076,0.328375438,-0.078869221,0.028684126,-0.388837643,-0.024855852,-2.171537826,NA,0,0,0,0,0,0,0,0.014925373,3.803382121,0.043753541,3.235028082,0.026282843
"164","GA",2012,3,0.001590036,0.012640431,0.089347894,0.335817665,0.530660113,0.611293228,0.388706773,0.028279012,0.10996274,1.527777778,25.67222222,97.31111111,255.0444444,309.0888889,387.0086004,324.624734,713.1555556,12.57222222,0.738888889,0.005555556,12.97777778,983.9277778,463.3333333,234.961111,613.4011085,137.6077775,12.69944457,8.139999993,15.50462864,NA,NA,15.44147672,NA,NA,NA,NA,0.549165941,NA,NA,0.574090533,NA,NA,NA,NA,NA,NA,NA,NA,0.04119008,10296.71193,5758.882321,10813.11362,2834.2029,439.62616,0.201620821,NA,NA,NA,NA,0.049209434,NA,NA,NA,NA,NA,NA,0.10498016,NA,NA,NA,NA,0.087136419,0.172158333,NA,NA,NA,NA,0.050561062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162162813,0.168821293,0.179644833,0.219608515,0.116273518,0.100191556,0.038458184,0.014964529,0.051216473,0.13619539,0.018963926,0.080385939,0.133922129,0.213560979,0.143261851,0.336783076,0.244630059,0.013876392,0.763125835,0.662188179,0.070544105,0.074992245,0.404302849,-0.091591072,0.038246219,NA,NA,NA,NA,0,0,0,0,0.005555556,0.022222222,0,0.061111111,NA,NA,NA,NA
"165","HI",2012,3,0.00552072,0.32715377,0.058410577,0.025013631,0.15103599,0.39918223,0.6008178,0.13546354,0.10730354,81,4800,857,367,2216,5856.801559,8815.198378,14672,288,31,0,13,19605,24750,6040.73,11458.37,2446.29,639.65002,271.70001,16.626572,16.543081,16.310745,16.359526,-0.083490372,-0.31582642,1.0050468,1.019363,0.30957419,0.27852762,0.37025115,0.38281929,-0.031046569,0.060676962,0.050162829,0.10122311,0.03555961,0.024664059,0.25733504,0.15918006,0.14341152,12578.46,6979.5493,13917.033,NA,NA,0.41955283,0.12143439,0.064291053,0.23598306,0.76641548,0.038847189,0.17451504,0.17139874,0.20214321,0.34680954,0.7862829,0.066917263,0.24285714,0.15630884,0.037383176,0.18457943,0.67542213,0.049455985,0.31328946,0.11352862,0.23967719,0.12813149,0.85927039,0.035594709,0.094491437,0.030618494,0.2935293,0.38436416,0.009185548,0.021228822,0.016738109,71322.211,8.1432819,2.22333,3.6626511,72213.477,5.1015358,1.843488,2.767328,48771.566,9.5580406,2.536943,3.7675426,76176.797,8.1619186,2.2483759,3.6301398,0.37546018,0.37295058,0.31905645,0.40232444,0.30547735,0.69102347,0.13472636,0.47259507,0.29010245,0.29857132,0.086027436,0.1057548,0.13729921,0.12850188,0.058769424,0.022575621,0.077667862,0.14895171,0.028352227,0.063059844,0.21326759,0.22276062,0.16791134,0.36278397,0.19388184,0.011904453,0.85427254,0.75669521,0.05274022,0.040357217,0.35482818,-0.007040163,0.025066409,0.49213073,0.7337234,0.48330638,-0.62259382,0,0,0,0,0,0,0,0,2.7440109,0.008225606,3.3066616,0.004393769
"166","IA",2012,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46991404,2.372492837,9.699140401,5.444126074,80.24068768,36.23021634,64.83855177,101.0687679,3.93982808,0.014326648,0.008595989,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.121212,1948.7236,0.192683675,NA,NA,NA,NA,0.038717219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215181938,NA,NA,NA,NA,0.030376497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184112388,0.197454046,0.082180597,0.108954388,0.182787508,0.110491893,0.039854617,0.017642878,0.046742696,0.128760125,0.014441971,0.088817948,0.093216366,0.225499784,0.136980953,0.325640751,0.209727478,0.012792269,0.884735961,0.804033816,0.038234893,0.035552232,0.520449157,-0.111388312,0.021673501,NA,NA,NA,NA,0,0,0,0,0.031518625,0.083094556,0.008595989,0.163323782,NA,NA,NA,NA
"167","ID",2012,3,NA,NA,NA,NA,NA,NA,NA,0.054104439,0.106426582,2.443478261,2.460869565,30.77391304,1.765217391,146.0956522,78.198454,105.8363287,188.2782609,6.069565217,0.339130435,0.052173913,12.79130435,223.4956522,131.6782609,54.29791274,128.514521,25.32826073,1.836434793,1.78252174,14.73877467,NA,NA,14.74914482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019577229,0.021174073,NA,NA,NA,NA,NA,NA,NA,NA,438.86035,-67.143471,0.197118718,NA,NA,NA,NA,0.04781661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190955959,NA,NA,NA,NA,0.042707514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188534163,0.183618141,0.122596329,0.154619039,0.167077099,NA,0.043719653,NA,0.043484003,NA,0.017283965,NA,0.108592702,NA,0.108249362,NA,0.314304168,NA,0.83713438,0.66362507,0.061490669,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.034782609,0.086956522,0,0.043478261,NA,NA,NA,NA
"168","IL",2012,3,0.002051885,0.024895918,0.103347546,0.081469403,0.757040092,NA,NA,0.037772963,0.160482138,0.553359684,9.03030303,51.32542819,35.42555995,97.92358366,49.03471874,151.0812233,200.7101449,4.756258235,0.06455863,0.102766798,10.98682477,344.5823452,216.4163373,105.8994864,148.0774567,NA,0.424242426,1.203596838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178436861,NA,NA,0.000554762,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.91367,77.328369,0.231550157,NA,NA,NA,NA,0.057526593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251765513,NA,NA,NA,NA,0.05050175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230784979,0.228267555,0.092420959,0.113398408,0.151883397,0.115411724,0.053569547,0.020175872,0.053127885,0.129799008,0.020640005,0.093552329,0.124771312,0.206256594,0.157767612,0.354024149,0.193720938,0.007605193,0.851404486,0.740816455,0.070399307,0.059891132,0.51635335,-0.029247195,NA,NA,NA,NA,NA,0,0,0.003952569,0.001317523,0.014492754,0.063241107,0.011857708,0.14229249,NA,NA,NA,NA
"169","IN",2012,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718213058,5.130584192,27.36769759,32.38487973,188.790378,118.9973974,148.2706442,267.2680412,6.340206186,0.219931271,0.621993127,12.9862543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10283.68546,5163.306616,11351.55118,6828.0127,3383.9841,0.178366885,0.138201581,0.131794912,0.206649844,0.86825634,0.060237852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189905575,0.130613188,0.21563745,0.137141374,0.860857466,0.051560086,NA,NA,NA,NA,NA,NA,NA,58707.64001,7.387835173,2.099134315,3.473553966,NA,NA,NA,NA,NA,NA,NA,NA,60423.12718,7.315950457,2.085621738,3.456321726,0.347243209,0.341934974,NA,NA,NA,NA,NA,NA,0.174613086,0.175530084,0.103361674,0.130233966,0.123055037,0.101148707,0.047417689,0.016722547,0.048400332,0.11493907,0.016885623,0.093070644,0.111786444,0.214283837,0.139585925,0.328106543,0.208830769,0.010281287,0.844097337,0.725578408,0.070307423,0.064379859,0.541571978,-0.045986968,0.028297805,0.072694601,0.00926949,NA,NA,0,0,0,0,0.017182131,0.092783505,0.010309278,0.10652921,NA,NA,NA,NA
