"","state","year","grade","perind","perasn","perhsp","perblk","perwht","perfrl","pernonfrl","perell","perspeced","ind","asn","hsp","blk","wht","frl","nonfrl","totenrl","nsch","ncharters","gslo","gshi","speced","ell","elmtch","tottch","aides","corsup","elmgui","stutch_wht","stutch_blk","stutch_hsp","stutch_all","diffstutch_blkwht","diffstutch_hspwht","ratstutch_whtblk","ratstutch_whthsp","flunch_wht","flunch_blk","flunch_hsp","flunch_all","diffexplch_blkwht","diffexplch_hspwht","percharter_all","percharter_wht","percharter_blk","percharter_hsp","hswhtblk","hswhthsp","hsflnfl","ppexp_tot","ppexp_inst","pprev_tot","totppe_fleslope","instppe_fleslope","baplus_wht","poverty517_wht","snap_wht","singmom_wht","samehouse_wht","unemp_wht","baplus_hsp","poverty517_hsp","snap_hsp","singmom_hsp","samehouse_hsp","unemp_hsp","baplus_blk","poverty517_blk","snap_blk","singmom_blk","samehouse_blk","unemp_blk","baplus_all","poverty517_all","singmom_all","snap_all","samehouse_all","unemp_all","pctenglish","pctforeign","pctmexico","pctpuerto","pctcuba","pctcentral","pctsouth","inc50all","incrat9010all","incrat9050all","incrat5010all","inc50blk","incrat9010blk","incrat9050blk","incrat5010blk","inc50hsp","incrat9010hsp","incrat9050hsp","incrat5010hsp","inc50wht","incrat9010wht","incrat9050wht","incrat5010wht","giniall","giniwht","giniblk","ginihsp","paredVblkwht","paredVhspwht","incVblkwht","incVhspwht","baplus_mal","baplus_fem","pov_mal","pov_fem","occbus_mal","occbus_fem","occsci_mal","occsci_fem","occeduc_mal","occeduc_fem","occhealth_mal","occhealth_fem","occserv_mal","occserv_fem","occsales_mal","occsales_fem","occtrade_mal","occtrade_fem","inlf_mal","inlf_fem","unemp_mal","unemp_fem","incVmalfem","educVmalfem","teenbirth_all","sesall","seswht","sesblk","seshsp","sesallimp1","sesallimp2","seswhtimp1","seswhtimp2","sesblkimp1","sesblkimp2","seshspimp1","seshspimp2","gstdmn_ela","gstdmnva_ela","gstdmn_math","gstdmnva_math"
"1262","OR",2009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.565445026,10.69109948,38.06806283,6.397905759,151.4973822,86.88365598,144.3935709,221.1413613,6.497382199,0.434554974,0.952879581,12.68586387,NA,NA,95.63141326,152.4858636,49.47905751,1.590052368,NA,16.29389012,NA,NA,16.28440976,NA,NA,NA,NA,0.368846724,NA,NA,0.373587741,NA,NA,NA,NA,NA,NA,NA,NA,NA,13679.5693,6885.035801,13903.08077,-568.64471,1302.432,0.212455721,NA,NA,NA,NA,0.064201842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2138342,NA,NA,NA,NA,0.054081833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208807413,0.199664705,0.134118908,0.159991206,0.176796029,NA,0.045401962,NA,0.049505919,NA,0.017310432,NA,0.123562912,NA,0.12563769,NA,0.266258371,NA,0.810799853,NA,0.083743088,NA,NA,-0.0434511,NA,NA,NA,NA,NA,0,0,0,0,0.02617801,0.09947644,0,0.052356021,NA,NA,NA,NA
"1263","PA",2009,7,0.001330931,0.015811647,0.032789597,0.072334449,0.872231878,NA,NA,0.011555662,0.172252804,0.391566265,7.678714859,19.66465863,40.93574297,201.1666667,68.72937808,176.6637304,271.7670683,6.052208835,0.246987952,0.857429719,12.99196787,570.6686747,90.06024096,102.4363453,236.8283126,46.26405622,2.381526101,3.321285143,14.53856667,NA,NA,14.51231555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011310427,0.01066966,NA,NA,NA,NA,NA,13382.70578,6546.11456,13528.24369,4519.5483,-454.43823,0.22748128,NA,NA,NA,NA,0.050068574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252348547,NA,NA,NA,NA,0.041982229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232305988,0.218574572,0.09511816,0.121541441,0.134883703,0.106842204,0.060939395,0.021692303,0.062321753,0.129344078,0.025603718,0.100537032,0.12195682,0.216253892,0.158338548,0.342202395,0.192118099,0.008677915,0.836846145,0.726806566,0.058894904,0.051612581,0.479643518,0.011995061,0.018291327,NA,NA,NA,NA,0,0,0,0,0.02811245,0.096385542,0.014056225,0.166666667,NA,NA,NA,NA
"1264","RI",2009,7,0.005554581,0.023581986,0.090939259,0.053020882,0.826903296,NA,NA,NA,0.186089119,1.970588235,10.26470588,56.73529412,26.70588235,230,107.6339109,210.0425591,325.6764706,8.470588235,0.323529412,0.264705882,12.76470588,787.7352941,NA,140.0588235,321.5294118,NA,2.117647059,2.411764706,10.40742161,NA,10.30835573,10.39936041,NA,-0.099065865,NA,1.009120409,NA,NA,NA,NA,NA,NA,0.010845902,0.008538018,NA,0.012037762,NA,NA,NA,15778.66185,8972.005315,15847.23456,2278.8096,-377.16486,0.35408335,NA,NA,NA,NA,0.052897065,0.352026839,NA,NA,NA,NA,0.067164517,NA,NA,NA,NA,NA,NA,0.379624057,NA,NA,NA,NA,0.043854166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356485107,0.338212039,0.082066932,0.097092724,0.167571321,0.13919162,0.078279511,0.026921566,0.084903985,0.16346118,0.028194556,0.096683161,0.157880217,0.193878467,0.17388812,0.31950841,0.15501873,0.006051829,0.862705141,0.769269908,0.059120168,0.051501181,0.418387984,0.021002308,0.011146934,NA,NA,NA,NA,0,0,0,0,0,0.088235294,0,0.088235294,NA,NA,NA,NA
"1265","SC",2009,7,0.003126009,0.0088259,0.035297447,0.463332873,0.487104456,0.542876966,0.457123028,0.031172731,0.151335237,2.129411765,8.894117647,29.88235294,232.8941176,343.3294118,273.6990354,346.3646209,619.6588235,12.84705882,0.388235294,0.094117647,13,1180.188235,369.6705882,351.570587,553.3905888,99.48117601,5.904705886,13.60823526,16.74340804,16.32188328,16.71184216,16.53250911,-0.421524745,-0.031565872,1.025935479,1.017631205,0.51998959,0.560119151,0.562820981,0.540195687,0.040129562,0.042831391,0.005439313,0.010138752,0.004489639,0.002633235,0.047378985,NA,0.024845353,11249.47896,5235.301919,10931.38921,-412.09158,790.73633,0.210990976,0.140211603,0.149856741,0.200829808,0.885243816,0.054869766,NA,NA,NA,NA,NA,NA,0.125611041,0.398547234,0.368392481,0.562120644,0.849287907,0.108310284,0.180688765,0.244773051,0.366366114,0.256048091,0.869528801,0.061471707,NA,NA,NA,NA,NA,NA,NA,42823.38318,11.40527212,2.611505076,4.274833709,31057.32288,12.78048458,2.750936431,4.561596809,NA,NA,NA,NA,58651.43295,8.216505209,2.261726045,3.643600834,0.412701825,0.357665667,0.413530048,NA,0.181593876,NA,NA,NA,0.169288639,0.177830248,0.17537532,0.215442461,0.110379881,0.098168885,0.04139446,0.014526643,0.050433793,0.127402346,0.016052081,0.083977475,0.13141955,0.218009437,0.148976242,0.330039384,0.230109557,0.011381933,0.760047974,0.680334059,0.089114674,0.089230156,0.390039977,-0.088603491,0.038042697,-0.970555485,0.039586862,-2.540330052,NA,0,0,0,0,0,0,0.011764706,0.023529412,NA,NA,NA,NA
"1266","SD",2009,7,NA,NA,NA,NA,NA,NA,NA,NA,0.138493341,7.266233766,0.74025974,1.512987013,1.350649351,49.77922078,15.51416597,44.55726273,60.64935065,4.396103896,0,0.318181818,12.94805195,114.5584416,NA,33.43831183,59.35649376,16.3123375,0.657792211,1.246103891,12.24478018,NA,NA,12.26865456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7935.0464,4084.8704,0.208145784,NA,NA,NA,NA,0.022971686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22334935,NA,NA,NA,NA,0.027781985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18564648,0.207774416,0.121549967,0.147632622,0.273388255,0.13105748,0.029290567,0.013705853,0.054562601,0.134084621,0.012447629,0.090449487,0.092290612,0.239787678,0.116144568,0.311103549,0.238074079,0.02174472,0.871351406,0.793579696,0.03903316,0.032918634,0.501278307,-0.139965125,0.016383525,NA,NA,NA,NA,0,0,0,0,0.038961039,0.064935065,0.012987013,0.12987013,NA,NA,NA,NA
"1267","TN",2009,7,0.002298639,0.008098243,0.033972913,0.107765358,0.847862839,NA,NA,NA,0.132466807,1.114503817,8.458015267,26.45801527,134.2290076,374.4427481,228.7072497,299.5114252,544.7099237,12.48854962,0.099236641,0.007633588,12.65648855,890.1374046,NA,296.2854968,490.6572512,118.4809157,NA,NA,15.45659848,NA,NA,15.41967121,NA,NA,NA,NA,0.443313768,NA,NA,0.451691874,NA,NA,0.000256928,5.04e-05,NA,NA,NA,NA,NA,8240.93722,4741.211585,8124.107543,2050.5227,932.0802,0.161299264,NA,NA,NA,NA,0.065716113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165451976,NA,NA,NA,NA,0.058018309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155290977,0.152712266,0.166792048,0.205753753,0.111082311,0.090386444,0.042426212,0.014272584,0.051029151,0.12268532,0.02170722,0.094609373,0.1216122,0.218675691,0.148541278,0.331630325,0.21779471,0.010556916,0.769326065,0.651728909,0.083716368,0.085844164,0.420044165,-0.053922529,0.039698593,NA,NA,NA,NA,0,0,0,0,0.007633588,0.022900763,0.022900763,0.106870229,6.568194101,0.095820722,6.292162566,0.10180289
"1268","TX",2009,7,NA,NA,NA,NA,NA,NA,NA,0.073294977,0.106611556,1.178325123,12.14876847,156.8128079,47.64630542,119.3330049,131.3569042,205.7623081,337.1192118,7.532019704,0.473891626,0.043349754,12.83054187,435.826601,693.6453202,130.3515275,316.2741873,60.90650249,3.351822657,NA,12.3344118,NA,NA,12.33308788,NA,NA,NA,NA,0.382351662,NA,NA,0.391278327,NA,NA,0.00574594,0.007076026,NA,NA,NA,NA,NA,13190.31213,5757.523454,12586.35839,-1573.1987,286.14874,0.218639152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185636244,NA,NA,NA,NA,0.035641016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177837379,0.178246703,0.138945813,0.17306746,0.146409865,0.108219179,0.039455993,0.014018053,0.050950547,0.155039605,0.016604992,0.076224821,0.119573304,0.23805985,0.136655751,0.339724553,0.272564881,0.01438773,0.815697069,0.665832567,0.04779387,0.052904574,0.525876154,NA,NA,NA,NA,NA,NA,0,0,0.002955665,0.003940887,0.009852217,0.034482759,0.001970443,0.015763547,NA,NA,NA,NA
"1269","UT",2009,7,0.027069134,0.018975423,0.097536465,0.010972714,0.843483379,0.272498381,0.727501623,NA,NA,13.53658537,32.80487805,134.1219512,13.6097561,772.9512195,215.0638881,750.5806307,971.5609756,21.63414634,1.609756098,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.68559868,NA,16.68548283,17.49544046,NA,-1.000115903,NA,1.059767523,0.260499746,NA,0.3030978,0.27392783,NA,0.042598054,NA,NA,NA,NA,NA,NA,0.028333488,NA,NA,NA,5099.9033,1678.0806,0.263992999,NA,NA,NA,NA,0.038296693,0.094850286,NA,NA,NA,NA,0.054305413,NA,NA,NA,NA,NA,NA,0.252604898,NA,NA,NA,NA,0.032605415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265101267,0.223427312,0.107552538,0.128141781,0.156896091,0.109372981,0.063661362,0.01953495,0.064817187,0.150178087,0.022426135,0.059743854,0.12540088,0.221359781,0.14714937,0.367827483,0.241440717,0.013133058,0.864417929,0.680098276,0.04550671,0.04009826,0.684699235,0.066187231,0.024460293,NA,NA,NA,NA,0,0,0,0,0.024390244,0.073170732,0,0,NA,NA,NA,NA
"1270","VA",2009,7,0.003654716,0.017613604,0.050266531,0.254602832,0.665359754,0.329822482,0.670177517,0.035888457,0.137585462,2.303030303,39.5,58.87878788,176.9393939,399.0378788,179.2422918,529.4095156,692.6893939,13.81060606,0.03030303,0.106060606,12.96969697,1255.393939,659.2878788,221.8250001,539.5977236,152.9196976,95.25227264,9.887878862,17.01974085,NA,NA,16.95269845,NA,NA,NA,NA,0.317540549,NA,NA,0.329272662,NA,NA,0.000287626,0.000484085,NA,NA,NA,NA,NA,11780.65136,6198.22772,11578.75101,-3133.0801,-1638.2603,0.255582165,NA,NA,NA,NA,0.041251686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238220911,NA,NA,NA,NA,0.037478532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22641677,0.226171915,0.118852126,0.147515982,0.133311185,0.116028483,0.065838004,0.024264206,0.062814658,0.137280743,0.018351924,0.082365375,0.132666746,0.214886736,0.147581703,0.342128391,0.234428063,0.010931867,0.791310048,0.709463331,0.054415101,0.049934424,0.41474613,-0.071293679,0.023868627,NA,NA,NA,NA,0,0,0,0,0.007575758,0,0.015151515,0.121212121,NA,NA,NA,NA
"1271","VT",2009,7,0.001645944,0.008091691,0.011724107,0.01128314,0.955737855,NA,NA,0,NA,0.084033613,0.798319328,0.672268908,0.949579832,50.1092437,12.07535054,40.29439731,53.5210084,1.554621849,0,1.731092437,10.78151261,NA,0,14.47815128,48.09243712,22.87058821,0.800000009,0.904201679,10.71525073,NA,NA,10.71348974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,18909.44144,9438.001734,18500.79629,3014.5142,718.66339,0.297155261,NA,NA,NA,NA,0.050096413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309708207,NA,NA,NA,NA,0.040560624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281959914,0.314510313,0.099593113,0.115261929,0.153121528,0.12731493,0.061169474,0.026514735,0.077056202,0.178779597,0.021797272,0.092021806,0.129936345,0.201762728,0.145587539,0.300992871,0.244059944,0.013126609,0.854798202,0.786712407,0.059070412,0.042280052,0.353281422,-0.165780825,0.020343084,NA,NA,NA,NA,0,0,0,0,0.025210084,0.092436975,0.025210084,0.176470588,NA,NA,NA,NA
"1272","WA",2009,7,0.062001992,0.035319751,0.144356333,0.019035633,0.721574226,NA,NA,0.061954479,NA,7.204301075,23.95340502,41.24014337,15.15412186,180.6810036,80.67461419,191.4268541,275.4408602,7.623655914,0,0.125448029,12.50896057,NA,296.3405018,86.10071684,194.4157705,36.67741936,1.587813627,2.723655919,17.72774234,NA,NA,17.66621511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,12599.38967,6355.209393,12520.17773,-845.76733,1074.9158,0.234098134,NA,NA,NA,NA,0.052561596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225769105,NA,NA,NA,NA,0.047304732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227238008,0.21424735,0.127616586,0.153177869,0.153185712,0.126155442,0.060725055,0.019861693,0.063151055,0.1393377,0.021421726,0.069147435,0.121671459,0.228256444,0.132662945,0.32334198,0.258395094,0.032352473,0.797905791,0.672773338,NA,0.060531263,NA,-0.023052702,NA,NA,NA,NA,NA,0,0,0,0,0.014336918,0.0609319,0.014336918,0.05734767,NA,NA,NA,NA
"1273","WI",2009,7,NA,NA,NA,NA,NA,NA,NA,0.024959054,0.141396022,2.106280193,5.553140097,11.1763285,15.34541063,114.4323671,38.43869842,110.1748282,148.6135266,4.987922705,0.449275362,0.02173913,12.55555556,296.3478261,114.9323671,56.38212568,139.7599033,25.60869568,3.319806732,1.555797099,NA,NA,NA,13.97074421,NA,NA,NA,NA,NA,NA,NA,0.203973719,NA,NA,0.00909527,NA,NA,NA,NA,NA,NA,12306.50693,6411.943209,12640.45254,4221.3525,2151.9001,0.219119667,NA,NA,NA,NA,0.049125998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23236059,NA,NA,NA,NA,0.042013393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20937405,0.222417908,0.085797434,0.104644354,0.157493983,0.120749381,0.051021924,0.020953216,0.047406508,0.117845495,0.017081543,0.083335132,0.104992062,0.212076505,0.137583861,0.326419749,0.215122009,0.015253101,0.869139445,0.787295238,0.058506697,0.045116882,NA,-0.0808006,NA,NA,NA,NA,NA,0,0,0,0,0.009661836,0.147342995,0.007246377,0.18115942,NA,NA,NA,NA
"1274","WV",2009,7,0.001088017,0.004540872,0.005672649,0.029901664,0.958796795,0.419162398,0.580837595,0.002970017,0.170782997,0.345454545,2.709090909,3.054545455,19.65454545,347.5818182,150.7957584,222.5496961,373.3454545,13.38181818,0,0,13,843.9272727,29.4,145.3818175,364.2600004,63.54909095,4.569090911,4.285454547,14.75082811,14.65112625,NA,14.74489638,-0.099701845,NA,1.007540545,NA,0.425337813,0.439923273,NA,0.426638929,0.01458546,NA,0,0,0,NA,NA,NA,0.011360459,10879.99038,5911.244938,10563.33203,3177.9517,999.8197,0.138244625,0.231693641,0.236688767,0.216863986,0.896903245,0.048833784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151656152,0.216525211,0.223918941,0.241198255,0.892871173,0.038427083,NA,NA,NA,NA,NA,NA,NA,45622.65105,10.27859248,2.296233198,4.480551764,NA,NA,NA,NA,NA,NA,NA,NA,46259.5918,9.988343815,2.271430591,4.400927738,0.393069067,0.389212395,NA,NA,NA,NA,NA,NA,0.130832098,0.145083071,0.166836591,0.201245867,0.091709829,0.083906651,0.036577679,0.011640891,0.057556786,0.135449527,0.020714298,0.100198029,0.125213534,0.262572898,0.133862495,0.339301898,0.283825801,0.008782999,0.713775342,0.601932573,0.066892821,0.050964649,0.528736138,-0.117592556,0.037308083,-0.403008134,-0.515346152,NA,NA,0,0,0,0,0.054545455,0.054545455,0.036363636,0.181818182,6.147045376,0.063032384,5.866626209,0.058413472
"1275","WY",2009,7,0.084022631,0.008561369,0.073980577,0.006175459,0.827259966,0.238927947,0.761072053,0.034475243,0.182242972,4.666666667,2.020833333,13.60416667,2.416666667,113.1666667,27.4182593,108.4567413,135.875,7.083333333,0.0625,0.75,13,307.5833333,47.3125,67.27916697,145.7833334,46.02916654,9.047916581,3.795833326,11.21547295,NA,11.20871866,11.19016682,NA,-0.0067542,NA,1.000793752,0.228329633,NA,0.239455442,0.231094963,NA,0.011125808,0.007926837,0.014625633,NA,0.014405747,NA,NA,0.008904821,21444.04842,9622.517792,22964.39742,14509.244,8356.4307,0.230592388,NA,NA,NA,NA,0.031505244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218965405,NA,NA,NA,NA,0.030750199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208427735,0.21592078,0.08145258,0.113901998,0.175201853,0.122669831,0.04553395,0.021006024,0.064441698,0.162270865,0.012164759,0.061635149,0.111727999,0.246572351,0.090564937,0.308425807,0.310608127,0.026575849,0.868103333,0.739682301,0.03568432,0.045401711,0.642602776,-0.103191602,NA,NA,NA,NA,NA,0,0,0,0,0,0.041666667,0.0625,0.104166667,NA,NA,NA,NA
"1276","AK",2010,7,NA,NA,NA,NA,NA,NA,NA,0.135875344,0.136367028,40.52830189,11.77358491,10.35849057,6.849056604,98.33962264,51.65441691,130.5531302,182.2075472,9.490566038,0.471698113,0.018867925,13,337.3207547,275.1132075,70.20188656,152.0999997,45.61886833,NA,1.73207546,23.61164165,NA,NA,21.76093513,NA,NA,NA,NA,0.342001618,NA,NA,0.388056847,NA,NA,0.008719296,0.019095104,NA,NA,NA,NA,NA,28728.39723,12828.29626,26853.55259,38401.422,11527.317,0.374864743,NA,NA,NA,NA,0.03970436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195863719,NA,NA,NA,NA,0.088481059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168341452,0.217155173,0.138332258,0.140636205,0.138558979,0.150072888,0.054448993,0.025782031,0.066624236,0.190641687,0.014094606,0.040736566,0.143848319,0.200942161,0.105955178,0.315877926,0.269761272,0.013218948,0.817552257,0.757492561,0.142101008,0.090127692,0.350734727,-0.142746389,NA,NA,NA,NA,NA,0,0,0,0,0.037735849,0.056603774,0,0.056603774,NA,NA,NA,NA
"1277","AL",2010,7,0.006306104,0.007801517,0.035879579,0.362798436,0.585845261,0.517966613,0.482033386,0.02316841,0.107491386,3.643939394,5.507575758,16.23484848,154.530303,259.0681818,209.9199182,231.3667092,440.0909091,10.32575758,0,0.378787879,13,619.6969697,147.7045455,164.9208331,359.7762123,NA,NA,7.409166666,16.12999426,16.29635752,NA,16.15602224,0.166363312,NA,0.996628245,NA,0.489696437,0.535470421,NA,0.514814911,0.045773985,NA,0,0,0,NA,NA,NA,NA,10423.74107,5172.902348,9674.682605,-283.90408,-873.57135,0.214127014,0.151785861,0.16020988,0.225079479,0.845188402,0.050816132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19729305,0.244392035,0.339997723,0.245799769,0.847044404,0.050070839,NA,NA,NA,NA,NA,NA,NA,45317.49778,11.7506871,2.577848383,4.462818342,NA,NA,NA,NA,NA,NA,NA,NA,57629.26592,8.8997617,2.233557876,3.937159409,0.412176803,0.358851226,NA,NA,NA,NA,NA,NA,0.188623875,0.179951485,0.170079455,0.213418859,0.114652614,0.094657804,0.046557608,0.017074502,0.054632797,0.130663008,0.02221772,0.089337573,0.122595401,0.201974022,0.149100023,0.344027581,0.218939473,0.013491096,0.769565082,0.648790995,0.069598021,0.077903222,0.454513949,-0.009689523,0.032393944,-0.764930868,-0.025411285,NA,NA,0,0,0,0,0.007575758,0,0.015151515,0.090909091,6.330746857,0.090102122,5.573546885,0.192071511
"1278","AR",2010,7,0.007790772,0.006584405,0.051766901,0.165930282,0.758873964,0.506131964,0.493868037,0.028518198,0.116883842,1.209876543,1.971193416,12.73662551,32.47325103,97.86419753,71.88782078,76.19859923,148.2674897,4.37037037,0.160493827,0.255144033,13,221.1934156,122.3662551,63.55144033,150.6378601,32.48971193,3.209876543,2.559670782,11.86980998,NA,NA,11.85240463,NA,NA,NA,NA,0.524186089,NA,NA,0.528145551,NA,NA,0.007332325,0.008717208,NA,NA,NA,NA,0.007943911,10767.24777,5026.053327,9895.113658,2241.7666,1413.6091,0.147773573,NA,NA,NA,NA,0.052551424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14528084,NA,NA,NA,NA,0.046733152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133143368,0.140540765,0.163994538,0.202229987,0.11977683,0.092309651,0.026857007,0.011452517,0.043882396,0.131585734,0.018317385,0.086068212,0.110378644,0.225324898,0.135208622,0.331701917,0.254329767,0.012517942,0.765933336,0.661881867,0.06617048,0.070001034,0.465936882,-0.098979439,0.050599177,NA,NA,NA,NA,0,0,0,0,0,0.057613169,0.016460905,0.115226337,NA,NA,NA,NA
"1279","AZ",2010,7,NA,NA,NA,NA,NA,NA,NA,0.070134026,0.129434743,23.15263158,12.92105263,178.6842105,25.7,190.4210526,167.1144831,255.8434118,430.8789474,9.910526316,2.657894737,0.026315789,11.10526316,549.9,394.4684211,176.3451572,247.6415796,71.86089473,0.398105263,2.957631584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11930.79852,5450.845895,11433.54043,-787.44739,-78.48996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186559403,0.172496223,0.178375699,0.201989213,0.130217561,NA,0.046495057,NA,0.062646615,NA,0.018804175,NA,0.164955413,NA,0.143398584,NA,0.273152277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.010526316,0,0.031578947,0.047368421,0,0.036842105,NA,NA,NA,NA
"1280","CA",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.026995305,61.04107981,274.3251174,37.90140845,146.3474178,252.5415381,286.2565844,543.7230047,10.72769953,0.960093897,1.085680751,10.85798122,679.6056338,1919.129108,NA,301.2971228,57.09507042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827.2056,356.77084,0.28203306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252786565,NA,NA,NA,NA,0.058744775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249392164,0.241530554,0.128612448,0.148078914,0.157609752,0.132673112,0.061091479,0.026127977,0.063362797,0.140649463,0.022377588,0.062730343,0.141206403,0.214857978,0.152595382,0.334700087,0.248174993,0.033034252,0.809506447,0.661735395,0.083020762,0.083912451,NA,NA,NA,NA,NA,NA,NA,0,0,0.001173709,0,0.023474178,0.04342723,0,0.016431925,NA,NA,NA,NA
