,,per.access.to.electricity,per.ag.land,per.arable.land,per.armed.forces.of.pop,tot.threatened.birds,birth.rate.per1000,fisheries.production,co2.emissions.metric.tons,compulsory.edu.years,cpi,current.account.balance,per.health.expenditures.gdp,death.rate.per1000,ease.of.doing.business.score,tot.employers.per.employment,per.employed.ag,per.employed.industry,per.employed.service,exports.per.gdp,fertility.rate.per.woman,broadband.per100,fish.threatened,food.exports.per.all.exports,food.imports.per.all.imports,fdi.per.gdp,forest.per.all.land,gdp.per.capita,gdp.growth,edu.expend.per.gdp,human.capital.index,imports.per.gdp,hiv.per1000,inflation.percentage,tourism.per.all.imports,labor.force.participation.per.tot.pop,land.area.sq.km,life.expectancy.years,methane.emissions.kt,expend.military.per.gdp,cellular.subscriptions.per100,infant.mortality.rate.per1000,aid.usd,no2.emissions.metric.tons,oil.rents.per.gdp,per.open.defecation,per.access.drinking.water,per.basic.sanitation,cropland.per.all.land.area,remittances.per.gdp,plants.threatened,population.density,population.growth,female.pop.per.total,male.pop.per.total,pop.total,per.undernourishment,per.primary.edu.completion,per.rural.pop,tot.surface.area.km2,tax.revenue.per.gdp,protected.area.per.total.terrestrial.area,terrrestrial.protected.area.per.total.land,alcohol.percap.liters,tot.greenhouse.gas.emissions.kt,trade.per.gdp,unemployment.rate,per.urban.pop,urban.pop.growth
Liberia,LBR,22.87913322,20.28696013,5.1910299,0.096376739,14,33.042,14115,0.273917114,6,223.129788,-19.69443733,9.03880787,7.538,43.54307,1.480000019,42.77999878,10.27999973,46.93999863,,4.315,,64,,,3.772684939,79.71303987,710.2659984,1.157575122,2.584120035,0.317570239,,0.33,23.5635149,,76.80000305,96320,63.73,6210,1.190659897,,60.8,382749996.8,1370,0,38.78179227,74.28973966,17.6760717,2.07641196,13.4372679,53,50.03089701,2.452586907,49.76829102,50.23170898,4818976,37.5,,48.849,111370,,1.211086308,4.051310925,6.12,9200,,3.029999971,51.151,3.344079731
Libya,LBY,67,8.723871012,0.977528218,,8,18.829,32266,8.825249137,9,,21.43404777,,5.095,32.73696,3.019999981,16.95999908,24.38999939,58.65000153,56.94907682,2.24,,32,0.151545086,26.28295142,0,0.123327688,7877.12461,15.13279989,,,35.82353861,0.05,,10.83358092,47.55699921,1759540,72.724,37790,,,10.2,264639998,1970,42.50319908,0.747842447,99.8915238,92.10600221,0.187549018,0,7,3.795631245,1.475852639,49.48378881,50.51621119,6678565,,,19.898,1759540,,0.28857344,0.211847868,0.019,103040,92.77261543,19.45499992,80.102,1.83227476
Liechtenstein,LIE,100,32.25,13.5,,2,9.9,0,3.692177857,9,,,,7.2,64.85209,,,,,,1.58,44.08335532,0,,,-1275.189986,41.875,180366.7152,,,,,,,,,160,83.04146341,20,,124.695331,,,10,,0,100,99.95,,,0,236.9875,0.298456437,,,37918,,107.3298416,85.662,160,,11.93510418,11.93510418,,180,,,14.338,0.460872786
Lithuania,LTU,100,47.05412741,33.7697589,2.694646477,10,10,74383,4.137005929,11,115.6815028,0.233412214,6.53385353,14.1,80.95864,2.400000095,7.179999828,25.77000046,67.05000305,75.20610383,1.63,28.15668213,6,16.3516622,11.69916969,2.418269234,35.0950024,19186.18128,3.993310328,3.894959927,0.72669524,73.38599268,,2.697927792,,61.54999924,62630,75.6804878,3150,1.967419142,134.3918317,3.3,,3530,0.026274474,0,97.99053454,93.89547291,0.574804407,2.580381324,1,44.73164618,-0.954190459,53.79195865,46.20804135,2801543,2.5,104.2855988,32.321,65290,16.763344,17.76420869,17.02310098,13.22,18840,148.5920965,6.150000095,67.679,-0.713094844
Luxembourg,LUX,100,54.13950617,25.56131687,0.620438552,3,10.3,0,15.33020808,12,113.1158431,4.566998681,5.28587103,7.1,69.58703,2.930000067,1.049999952,11.75,87.19000244,196.4197018,1.38,37.12070435,1,9.153297392,12.40500291,-23.50644902,36.50205761,117254.7404,2.00437712,3.666260004,0.692368567,163.7124346,,1.528195243,2.530952651,59.88000107,2430,82.29512195,540,0.586416144,132.1649331,2.3,,300,0,0,99.87330453,97.59732717,0.642798354,2.943387666,0,250.1851852,1.928837514,49.53925897,50.46074103,607950,2.5,79.64601898,9.019,2590,26.64856549,40.87274138,40.87274138,12.94,10220,360.1321363,5.590000153,90.981,2.208365157
"Macao SAR, China",MAC,100,,,,4,11.058,1500,,10,140.1872907,32.98936257,,3.939,,3.099999905,0.400000006,9.979999542,89.62999725,82.52991936,1.217,30.56459733,9,25.91986267,15.88045195,2.774918581,,87526.07999,6.464613521,2.727880001,0.76328814,33.10074549,,3.004462932,10.60684069,70.90000153,32.9,84.118,,,345.3245224,,,,0,0,100,100,,0.0412435,0,19198.57143,1.443960758,51.97828486,48.02171514,631633,4.5,101.0805664,0,32.9,29.38664912,,,,,115.6306648,1.830000043,100,1.443960758
Madagascar,MDG,36.5,70.29047783,5.156411138,0.159984761,37,32.657,129568,0.128320761,5,174.5228931,0.71256089,4.19787312,6.055,47.04235,4.349999905,64.68000031,8.680000305,26.63999939,31.53602365,4.077,0.103612351,111,42.78562308,17.05098538,4.447928047,21.40983156,523.9459714,3.194356515,2.874520063,0.385492682,36.30548101,0.19,8.594229589,6.409428092,86.2460022,581800,66.681,17470,0.605686111,40.57034123,38.2,380829997.7,8770,0.144392346,42.12066416,51.58697984,11.52874444,1.031282228,3.092305249,1111,45.13976109,2.669517227,50.12396661,49.87603339,26262313,42.6,65.46877289,62.809,587295,10.28312868,2.345947866,5.589556315,1.97,30570,67.84150467,1.843000054,37.191,4.484717061
Malawi,MWI,18.02000046,59.92787442,38.18413237,0.186689117,19,34.118,234949,0.086533726,8,382.5008024,-17.25389161,9.82898998,6.597,60.362,1.190000057,76.63999939,5.429999828,17.93000031,,4.209,0.062601908,36,91.52666773,10.32205876,0.779423469,24.66801018,544.5934354,4.391688296,3.381939888,0.411061704,,1.61,12.42017811,5.813792856,77.36399841,94280,63.798,11020,0.847025846,39.00579484,31.4,840709991.9,4970,0,5.509339927,68.50613036,25.9966614,2.121340687,1.832539913,34,192.4397009,2.641745288,50.70151569,49.29848431,18143215,16.8,,83.063,118480,12.17387825,22.87604771,22.87604771,3.63,18320,,5.757999897,16.937,3.967125324
Malaysia,MYS,99.99224091,26.08735352,2.514077005,0.876112195,63,16.752,1467021,7.600220413,6,120.6632228,2.237064873,3.74833083,5.09,81.33541,3.700000048,10.63000011,27.11000061,62.25999832,68.55500912,2.001,8.551120205,87,9.135882401,7.465275587,2.31456942,58.48224015,11380.08209,4.84305661,4.479599953,0.632578671,61.84763849,0.16,0.884709161,5.953617841,64.77999878,328550,75.997,46580,0.96066525,134.5259947,7.2,-50530001.17,11120,2.88905686,,97.08077154,99.57900442,22.70582864,0.469793185,727,95.96114138,1.351960014,48.57852058,51.42147942,31528033,3.2,99.36345673,23.964,330345,12.02266283,8.985544742,19.11931656,0.85,306670,130.4026476,3.299999952,76.036,2.129608479
Maldives,MDV,100,26.33333333,13,,0,14.199,151013,3.703674976,7,136.263355,-28.34442971,7.65245056,2.814,53.2984,4.159999847,8.609999657,19.12000084,72.26000214,70.11318519,1.87,9.190492073,24,98.18538904,17.25855593,10.85949978,2.733333333,10279.07998,8.123128908,3.912489891,,83.71936905,,-0.133373386,10.09302197,57.54000092,300,78.627,130,,166.3642921,6.5,5170000.039,30,0,0,99.49723106,97.20885225,10,0.079567403,0,1719.013333,3.815493316,37.26498146,62.73501854,515704,,93.17411804,60.192,300,,0.051887378,1.209095677,2.22,2380,153.8325542,5.618999958,39.808,4.89601812
Mali,MLI,50.90000153,33.76605283,5.254099771,0.303604172,17,41.543,90386,0.294583928,9,110.5594506,-4.898725904,3.73249865,9.686,53.12964,0.600000024,63,7.659999847,29.34000015,24.5223744,5.877,0.633900781,2,7.142161902,14.63047655,2.736048598,10.89666363,894.8047765,4.746484327,3.882529974,0.321505189,35.6224084,0.31,0.299546507,4.193355518,69.11699677,1220190,58.893,23290,2.806944707,115.0846727,61.8,1030619991,13820,0,6.342511519,79.30885105,42.04244608,0.122931675,5.987242964,12,15.63506913,3.008065228,49.94099673,50.05900327,19077755,7.7,,57.644,1240190,11.66973731,8.231610055,8.231610055,1.28,43740,60.1447828,7.427999973,42.356,4.876388544
Malta,MLT,100,32.4375,28.34375,0.701133031,5,9.2,2733,3.198316241,11,111.6196131,6.62291416,8.81080437,7.6,65.4975,4.320000172,1,18.60000038,80.41000366,142.4764462,1.23,43.6730503,22,8.133749951,12.21883249,30.0365383,1.4375,30672.29224,5.179224796,,0.708490551,126.4278642,,1.157823625,,60.08000183,320,82.44878049,220,0.452927414,140.2039395,5.7,,40,0,0,99.99999913,99.96451963,4.09375,1.865716812,4,1514.46875,3.491955403,49.87330822,50.12669178,484630,2.5,103.5776367,5.388,320,25.76749735,6.409364293,30.28637583,7.99,2040,268.9043104,3.660000086,94.612,3.561784372
Marshall Islands,MHL,95.91629028,47.77777778,11.11111111,,4,,77700,3.252756283,13,,23.93227122,17.00218964,,50.93322,,,,,38.89887986,,,18,,,4.400965645,52.22222222,3793.550983,3.574750982,,0.404367626,85.88462689,,,17.97139205,,180,,30,,,26.9,51090001.29,0,,9.958462235,88.56056406,83.81543267,36.11111111,14.19297311,0,324.5111111,0.616496178,,,58412,,,22.969,180,17.78924847,0.27044112,11.91570861,,240,124.7835068,,77.031,1.13318826
Mauritania,MRT,44.3121376,38.47967401,0.388085767,1.748008444,19,33.694,967706.75,0.908407126,9,131.9831618,-13.22857699,3.57909012,7.222,49.37674,4.079999924,31.52000046,17.67000008,50.81000137,34.27623669,4.561,0.300319328,45,53.65468394,18.23900939,10.50918253,0.314058407,1670.204165,4.526746225,,0.370591491,47.92506681,,3.048914829,1.157148164,45.20999908,1030700,64.704,6830,2.112482087,103.7060504,51.5,149040001,3220,0,31.50579687,71.02984883,48.90936787,0.010672359,0.821162977,0,4.272156787,2.780088631,49.82265622,50.17734378,4403312,8.7,76.05602264,46.328,1030700,,1.080703015,0.621988214,0.036,14080,82.20130349,10.38500023,53.672,4.372691703
Mauritius,MUS,99.44884491,42.36453202,36.94581281,0.499217061,12,10.2,28314,3.264040313,11,129.3891611,-3.916195842,5.86705875,8.5,80.33655,3.450000048,6.199999809,24.11000061,69.69000244,40.96343734,1.41,21.67797125,21,36.16602734,21.00411266,3.247165121,19.0591133,11208.34382,3.759677227,4.834589958,0.623269916,54.02072909,0.79,3.216053831,8.808760432,57.77399826,2030,74.41634146,1930,0.162491818,151.3591149,13.7,62159998.62,230,0,,99.86628593,,1.97044335,1.724877356,91,623.3019704,0.054547267,50.5771064,49.4228936,1265303,5.7,100.7911835,59.207,2040,19.12472601,0.01147342,4.725388813,4.35,6740,94.98416643,6.429999828,40.793,-0.063139385
Mexico,MEX,99.5,54.98649657,12.29712698,0.630548567,71,17.602,1703211.25,3.741477725,14,136.5766487,-2.055334514,5.37870932,6.01,72.3064,4.809999943,12.81000042,26.12999916,61.06000137,39.25755173,2.129,14.54854216,181,7.46175566,5.481038625,3.08418083,33.92454024,9686.984927,2.194994725,4.254429817,0.611657083,41.3018325,0.16,4.899350154,2.785041162,59.54999924,1943950,74.992,144610,0.477517407,95.22511421,12.6,508010000.2,42250,2.26800624,0.988233853,99.26913243,91.04184497,1.392525528,2.926061567,484,64.91462332,1.126414791,51.08928083,48.91071917,126190782,6.2,102.2558899,19.844,1964375,13.06463778,19.05623992,14.5005326,5,679880,80.55938423,3.279999971,80.156,1.487613001
"Micronesia, Fed. Sts.",FSM,79.70291138,31.42857143,2.857142857,,12,22.82,129916,1.598011364,8,114.2969073,,11.70362568,6.564,48.09786,,,,,35.47473045,3.053,,25,,,,91.94285714,3568.291016,0.2116536,9.697050095,0.466416776,65.37673136,,1.79400376,,,700,67.755,60,,,22.1,74440001.3,30,0,,88.30815668,88.30933155,24.28571429,5.806624648,5,160.9142857,1.052213848,49.15482955,50.84517045,112640,,90.6474762,77.297,700,25.19627385,0.015781437,0.04916284,2.48,270,100.8514618,,22.703,1.473279622
Moldova,MDA,99.98999786,68.63553016,51.13835057,0.723571124,11,10.1,50,3.171832063,12,158.5270826,-10.5778016,6.58753443,11.61,73.12546,0.319999993,24.45999908,19.40999985,56.13999939,30.13870506,1.262,15.37866762,8,57.50177076,12.6922468,2.561027806,11.75297169,4230.363037,4.301477742,5.439730167,0.581760943,55.72752032,0.26,3.045053973,6.853922781,37.29999924,32885.3,71.808,3310,0.32637511,89.75768174,12.9,205970003.4,1160,0.01310706,0.133865671,89.76460943,77.62450601,7.124763952,16.04236337,2,94.2895938,-1.718541419,52.03556312,47.96443688,2708214,,101.6021194,57.371,33850,17.69162952,4.150534549,4.150534549,11.43,13180,85.86622538,4.110000134,42.629,-1.549495161
Monaco,MCO,100,,,,0,5.9,1,,11,,,1.59628761,6.6,,,,,,,,50.88671734,15,,,,0,185978.6093,5.95627042,,,,,,,,2.027,,,,84.50700584,2.6,,,,0,100,100,,,1,19083.37444,0.7525271,,,38682,,,0,74.92,,99.4595712,33.15510358,,,,,100,0.7525271
Mongolia,MNG,98.09999847,72.8416348,0.852397327,1.349078168,24,24.131,25,6.725098053,12,182.4362692,-14.43689387,3.85443377,6.316,67.67673,1.470000029,26.65999985,20.61000061,52.72999954,58.16478228,2.895,9.657070685,2,2.879429126,11.40806104,14.80888001,9.102555458,4156.84697,7.74488062,6.173019886,0.617309272,68.19109096,0.01,6.812435942,9.695972287,59.47000122,1557255,69.689,17860,0.730921186,133.1783386,14.4,259089999.3,13190,2.42401228,8.97086681,83.58826903,65.42635694,0.003210778,3.343079241,0,2.035770635,1.795910204,50.66954471,49.33045529,3170214,5.5,101.7796478,31.555,1564116,16.68852831,17.71388257,17.71388257,8.19,52620,126.3558732,5.380000114,68.445,1.915782379
Montenegro,MNE,100,19.0929368,0.68401487,4.332618831,13,11.7,1292.800049,4.049968902,9,116.3201256,-17.1330502,8.34355545,10.5,73.70804,8.319999695,8.020000458,18.89999962,73.08000183,42.87500027,1.76,25.33079328,32,11.77879854,20.99678774,8.823372496,61.48698885,8845.914219,5.077888811,,0.622822225,66.73429649,0.04,2.611223783,1.991407262,56.00999832,13450,76.84146341,820,1.43362923,180.6938097,2.4,156239999.5,180,0,0.04848152,98.50629579,97.21424466,0.401486989,10.69931158,3,46.26223048,-0.023461353,50.55901294,49.44098706,622227,2.5,94.47805786,33.187,13810,,4.160377366,6.400711029,11.47,3800,109.6092968,15.17000008,66.813,0.480793342
Morocco,MAR,98.09999847,67.3739637,16.75464934,2.061833532,18,18.937,1386548,1.850726784,9,110.731614,-5.254366713,5.33230448,5.06,71.67294,2.480000019,34.15000153,22.87999916,42.97999954,38.77747836,2.415,4.309292493,54,20.62672478,10.83020498,3.001270496,12.82005378,3226.982794,3.148502656,,0.492540985,49.19830432,0.02,1.803916711,5.393166682,45.45500183,446300,76.453,17670,3.118587555,124.1715549,17.4,597009996.4,9430,0.002949879,3.558353568,87.7897571,85.40346662,3.56576294,5.859137163,52,80.72840914,1.250762951,50.40384729,49.59615271,36029089,3.7,93.59745789,37.547,446550,21.87418331,18.44688821,30.77760111,0.69,94290,87.97578268,9.265000343,62.453,2.127247448
Mozambique,MOZ,31.10000038,52.66389277,7.184821588,0.086941125,30,37.52,367144,0.225115201,,177.3816122,-27.74972532,8.09185696,8.544,54.56326,2.569999933,70.58999634,8.449999809,20.95999908,44.87000288,4.852,0.237801704,72,12.06256165,15.93100351,11.30321892,47.33610723,503.3179252,3.44381384,5.452189922,0.355467021,82.33415399,4.01,3.9113344,1.290157578,78.93599701,786380,60.163,16850,1.335336546,47.71577872,56,1321950023,10700,0.099664819,24.54888488,58.40613698,33.98682894,0.381494952,1.994293348,145,37.50859508,2.913618318,51.4751911,48.5248089,29496009,31,51.98764038,64.012,799380,21.43811712,13.44871589,21.59322824,2.3,35040,127.2041569,3.45600009,35.988,4.405751498
Myanmar,MMR,66.22727966,19.74448138,16.97375879,2.109366674,56,17.552,2033110,0.605492803,5,154.5440819,-3.814385306,4.89992142,8.199,43.4838,4.300000191,48.16999817,17.27000046,34.56000137,28.35971336,2.154,0.240279346,53,26.04538467,13.05794663,2.633409388,44.61359702,1250.173691,6.404977325,1.922889948,0.471832514,34.08919366,,6.872328657,0.632232995,61.5,652790,66.867,65790,2.307457006,113.8444919,37.2,1325340027,21340,0.229449243,7.31051746,79.60337231,72.69104449,2.313148179,3.981690235,61,82.27503179,0.608451681,51.80789687,48.19210313,53708318,7.8,95.39961243,69.421,676590,2.978486749,4.619418953,6.37050102,5.12,119650,62.44890703,0.870000005,30.579,1.452452181
Namibia,NAM,54.00289536,47.14013288,0.971711062,1.748259437,32,28.639,510568,1.735898378,7,152.2991918,-3.438472727,8.31428051,8.057,61.35142,6.320000172,22.59000015,16.21999931,61.18999863,35.88256521,3.396,2.531061336,33,29.55108298,11.2812687,1.712992678,8.236368716,5588.392864,1.059943471,8.988050461,0.445078075,45.83130157,3.23,4.291591053,1.088654391,58.88000107,823290,63.373,4510,3.140659563,112.7023597,31.7,122210002.6,2870,0,47.92744204,83.61552518,34.67974848,0.012146388,0.392270481,27,2.97380024,1.883284894,51.55369032,48.44630968,2448300,19.9,94.08621979,49.968,824290,29.18008823,23.24717006,37.89093103,5.43,11930,81.71386679,19.87999916,50.032,3.957328438
Nauru,NRU,99.92822266,20,,,2,,530,6.555534744,14,,6.778192125,8.63223171,,,,,,,26.25,,,11,,,,0,11614.66508,6.097560976,,,79.375,,,7.48977675,,20,,0,,,25.3,28260000.81,0,0,,100,,20,5.269708007,0,533.9,0.950371773,,,10678,,,0,20,30.46626789,,,3.71,80,105.625,,100,0.950371773
Nepal,NPL,93.91999817,28.74782002,14.74502965,0.684681983,38,19.887,22070,0.428179218,9,178.7745829,-8.300805116,4.5284524,6.361,59.65408,1.029999971,65.08000183,14.81000042,20.11000061,7.815641022,1.917,2.81879649,7,27.0802854,15.19955727,0.206157202,41.59072201,1178.525932,7.622376105,4.43445015,0.4981924,40.63174592,0.03,4.061163388,6.250742092,83.3710022,143350,70.478,30800,1.539234028,139.4463618,25.5,658269991.3,8330,0,15.41523327,89.1916007,69.2078923,1.478897803,25.02642047,18,195.9938054,1.66177642,54.53534333,45.46465667,28095712,4.3,,80.26,147180,19.08282606,23.62604198,23.62604198,2.05,51240,48.44738695,3.193000078,19.74,3.729630944
Netherlands,NLD,100,54.11345411,30.32373032,0.445639225,10,9.8,411725,8.772823734,13,112.9336621,10.83752513,10.0318222,8.9,76.09693,3.99000001,2.099999905,16.17000008,81.73000336,84.68346368,1.59,43.4167118,15,14.97429196,12.23466073,-37.71239946,10.91862192,53044.53244,2.360915095,5.357649803,0.803038597,74.13974653,0.02,1.703497947,3.44848319,64.27999878,33670,81.81219512,17260,1.216674182,123.7312099,3.5,,7790,0.028698177,0,100,97.70362132,1.128601129,0.270907029,1,511.7797446,0.583933409,50.22094356,49.77905644,17231624,2.5,,8.51,41540,23.0563304,21.2099165,11.24373445,9.61,178640,158.8232102,3.829999924,91.49,1.036375039
New Caledonia,NCL,100,10.06728665,0.326586433,,17,14.2,3076.770996,,0,,,,5.8,,2.660000086,1.929999948,22.75,75.31999969,,1.97,,37,,,2.537009042,45.85448578,36382.48766,,,,,,,,63.97800064,18280,77.43414634,,,,,,,,0,98.83861574,100,0.20404814,6.307167093,350,14.80579869,0.240451424,49.66105448,50.33894552,270650,7,,29.317,18580,,96.01276245,54.40415763,,,,14.84700012,70.683,0.846735331
New Zealand,NZL,100,39.75162356,1.864722191,0.336716981,69,11.84,407833.9063,6.572664572,10,112.4201196,-3.821808722,9.21034622,6.78,87.00452,6.139999866,5.909999847,19.79000092,74.30000305,27.59250263,1.71,34.7372864,38,61.88010287,11.32556676,1.185760506,37.42793665,43306.07,3.20574788,6.048500061,0.771214008,27.90092625,0.03,1.598297038,7.885659454,70.90000153,263310,81.85853659,32530,1.23108197,133.2242352,4.2,,15040,0.187201874,0,99.99999614,99.99999614,0.254452926,0.239816531,21,18.61152254,1.791240168,50.8377694,49.1622306,4900600,2.5,,13.462,267710,27.43306132,30.50506322,32.54525586,10.63,81330,55.49342888,4.329999924,86.538,1.8744789
Nicaragua,NIC,87.11667633,42.08908094,12.49792255,0.408193672,17,20.641,54554,0.805815233,7,154.4366455,-1.797279755,8.58646584,5.061,54.53967,5.71999979,30.32999992,16.93000031,52.75,42.27690346,2.404,2.975995209,40,46.56475791,14.35960524,6.430591725,29.97781286,2014.575189,-3.363687646,3.562550068,0.507381022,51.70734912,0.12,4.94723728,5.167155252,65.14299774,120340,74.275,9830,0.622743176,115.0959067,14.8,224309999.9,3410,0,6.856826838,81.52108535,72.92057175,2.376599634,11.55295419,50,53.72695696,1.255375779,50.71270568,49.28729432,6465502,18.2,,41.478,130370,15.69941645,15.50710424,37.22586793,5.18,19070,93.98425258,5.199999809,58.522,1.637144596
Niger,NER,17.60000038,36.78850557,13.97331649,0.124809605,13,46.079,31042,0.102037038,,112.1151209,-12.68691295,5.28845072,8.268,52.3119,0.709999979,72.86000061,6.78000021,20.36000061,11.83526986,6.913,,4,47.16982526,28.15968516,3.638493439,0.871982316,570.723922,7.210803008,3.44698,0.318029463,26.29884336,0.06,2.96760366,4.185802425,73.51999664,1266700,62.024,29860,2.471940558,,47.9,768109989.6,12250,1.634626887,69.58580949,46.41606758,13.86985027,0.093155443,2.31622627,4,17.71755822,3.816736721,49.7710026,50.2289974,22442831,,,83.575,1267000,,17.31709252,17.31709252,0.67,45050,38.13411322,0.545000017,16.425,4.274416048
Nigeria,NGA,56.5,75.8956158,37.33104955,0.368906722,21,37.905,878155,0.667110199,9,240.142919,1.576214733,3.09069371,11.86,53.40471,0.300000012,35.52999878,12.02000046,52.45999908,15.49688918,5.387,0.037761388,74,1.982736756,10.9317926,0.195182773,24.1043842,2027.778549,1.922757342,,0.354753166,17.51094431,0.48,12.09473155,18.45126566,54.97800064,910770,54.332,127900,0.506944514,88.18424125,75.7,2020000026,37420,8.840770487,19.44317572,74.07084579,40.91261014,7.136818297,6.120746434,205,215.0649286,2.586551303,49.33611355,50.66388645,195874685,10.7,,49.656,923770,,11.61069961,13.92958361,10.84,311450,33.00783349,8.456000328,50.344,4.238852265
North Macedonia,MKD,99.80000305,50.11895321,16.5741475,1.672586927,13,10.3,140,3.549725294,13,112.5333333,-0.130599359,6.55475044,9.5,80.65175,4.25,15.72000027,31.36000061,52.91999817,60.37513732,1.42,20.54598343,13,8.943512038,10.01498284,5.114947894,39.71015067,6108.740108,2.88059671,,0.535392046,72.84007033,,1.458312985,3.056538997,55.18999863,25220,76.64878049,2520,0.943108733,94.53430868,7.1,165860000.8,550,0,0.164207399,97.63263069,97.23607252,1.625693894,2.715860279,4,82.3242268,0.08263629,49.96646594,50.03353406,2076217,2.5,93.41673279,42.037,25710,17.57493632,9.654065158,9.654065158,6.16,10510,133.2152076,20.73999977,57.963,0.454315123
Northern Mariana Islands,MNP,100,6.52173913,2.173913043,,17,,1154,,,,,,,,,,,,50.76804916,,,14,,,,52.95652174,22886.67405,-19.34501142,,,58.14132104,,,,,460,,,,,,,,0,0.159628312,100,79.11631606,2.173913043,,6,123.6717391,0.592374927,,,56889,,,8.382,460,,33.23412427,7.669449834,,,108.9093702,,91.618,0.689233024
Norway,NOR,100,2.701385358,2.19992531,0.827908898,11,10.4,2663874,7.031361189,10,117.7178536,8.00032865,10.02394581,7.7,82.91579,1.559999943,2.109999895,19.46999931,78.43000031,37.97169307,1.56,41.32402966,23,10.52021568,9.215454512,-1.296183832,33.31727872,82267.80932,1.118828479,7.644110203,0.768534839,32.23793579,0.02,2.764831345,13.04832495,64.12000275,365107.85,82.75853659,4850,1.726244408,107.1737116,2,,3190,5.24559359,0,99.99999657,98.05325263,0.008416691,0.14744796,10,14.54889562,0.660090844,49.52463113,50.47536887,5311916,2.5,99.123909,17.752,625221.59,23.4227187,5.060779988,17.10649287,7.41,47340,70.20962886,3.799999952,82.248,1.119532812
Oman,OMN,100,4.713699515,0.247689822,1.746118166,13,19.189,553445,15.19212436,10,113.3775922,-4.685303541,4.10356855,2.436,68.84249,1.139999986,4.139999866,32.47999954,63.38999939,50.62130514,2.888,9.171272567,36,3.530895655,14.82663327,6.492723965,0.008400646,18947.3665,1.287103915,5.207230091,0.611187339,38.65791269,,0.881302104,9.074202769,71.07099915,309500,77.633,5460,9.54295828,139.9674164,9.6,,780,26.69860147,0,91.52309333,99.31980768,0.104135703,0.042633015,6,15.60412278,3.44516591,34.01408352,65.98591648,4829476,8.1,100.3571014,15.461,309500,,1.01831172,2.572733181,0.78,82300,89.27921783,1.799999952,84.539,4.609969829
Pakistan,PAK,72.78310394,47.0890411,39.5742528,1.34879125,33,28.25,504810,0.981820105,12,164.8793939,-5.995210729,3.20214486,6.942,55.45628,1.409999967,37.41999817,24.98999977,37.59999847,8.971966445,3.51,0.987346239,46,20.83980642,10.03770896,0.55218666,4.940561436,1482.213067,5.836417498,,0.399303585,20.0713554,0.11,5.078057259,4.324576998,50.99000168,770880,67.114,151020,4.129131364,72.55706103,57.3,1125980009,60950,0.492702874,10.24708919,89.8748303,64.75166491,1.028694479,6.737185882,12,275.3065172,2.057546095,48.53807472,51.46192528,212228288,12.2,71.07129669,63.334,796100,,9.79495422,12.31458528,0.34,431220,29.04332184,4.079999924,36.666,2.670340009
Palau,PLW,100,9.347826087,0.652173913,,6,14,760,16.19116744,12,120.8255274,,10.84888458,7.8,53.66252,,,,,,,,21,88.72503917,22.95644066,7.551808922,89.67391304,15895.2599,-0.107219442,,0.567310631,,,2.109704641,,,460,,20,,,16.7,83500001.29,0,,0,99.65884587,99.61449459,4.347826087,0.764407297,5,38.93695652,0.571110175,,,17911,,,20.07,460,21.23731262,82.94235661,28.00019103,,320,,,79.93,1.279455064
Panama,PAN,94.9285202,30.45418391,7.616916295,1.334535099,25,18.976,177438,2.42765632,11,122.5037042,-7.622895732,7.28005838,5.076,66.86797,3.140000105,14.21000004,18.76000023,67.02999878,42.79096398,2.461,12.93361128,57,,,8.112289632,57.11568276,15544.99908,3.685344349,2.88293004,0.513944387,47.19954207,0.46,0.761578359,4.826430397,63.95000076,74177,78.329,5390,0,137.0014238,13.2,28610000.56,1310,0,4.527290062,93.87808825,82.19061536,2.494034539,0.82840304,212,56.30947598,1.692631293,49.90538365,50.09461635,4176868,7.4,,32.291,75320,9.943569738,5.234981018,20.89193998,7.98,18010,89.99050605,3.832999945,67.709,2.201982997
Papua New Guinea,PNG,55.72738647,2.627743674,0.662456388,0.13635341,39,27.073,258611,0.866804457,,150.0188976,22.60850174,2.26630354,7.427,59.37055,0.819999993,57.31999969,12.56999969,30.12000084,,3.564,,61,,,4.706207404,79.32433865,2801.371393,-0.279252285,1.874830008,0.424772054,,0.4,4.374489215,2.766404534,47.79600143,452860,64.263,11310,0.37621677,49.96326538,37.2,540580003.6,3930,2.358820618,15.73339003,43.79194871,19.0774038,1.545731573,0.015225551,179,19.00438104,1.974746473,48.96272787,51.03727213,8606324,24.9,,86.831,462840,13.19302875,0.657989653,3.065929904,1.39,22970,,2.563999891,13.169,2.484809065
Paraguay,PRY,99.59999847,54.91819784,11.91542915,0.820694543,27,20.571,12999.99805,1.210453778,13,139.9621484,-0.168676422,6.71837997,5.498,58.45116,5.380000114,20.07999992,18.59000015,61.34000015,36.94523036,2.429,4.610364537,0,62.5881492,8.518939232,0.818799599,41.93538887,5782.78455,3.204250341,3.283200026,0.527505994,35.58335571,0.13,3.975610157,3.955773025,71.87000275,397300,74.131,29070,0.957366157,106.9525792,17.2,110779999.9,10070,0,0.635295873,99.58883562,90.73172627,0.213944123,1.697606848,20,17.50835389,1.287874014,49.15161135,50.84838865,6956069,7.9,,38.415,406752,10.07505858,14.31473608,14.31473608,7.58,49170,72.52858607,6.21999979,61.585,1.751710378
